mention-id,unique-id,name_first,name_last
US6435718-3,767,Alison,Ng
US5912970-0,1405,John P.,Eck
US7424697-0,615,Hasan,Arslan
US5682524-0,1214,Gregor P.,Freund
US8069923-2,1466,David,Stribling
US7570164-0,1348,Sayan,Chakraborty
US7767262-0,378,Robert D.,Clark
US6647260-1,512,Peter F.,King
US6839706-2,1511,Sebastian,Sobolewski
US6384681-0,1512,David Kent,Bonds
US5798078-0,211,David L.,Myers
US7941459-0,1513,Mark,Erickson
US6469742-0,177,Karen I.,Trovato
US7883356-0,41,David Charles,Hughes
US7324112-0,2,John Erik,Lindholm
US7604633-1,406,Russel Mahlon,Sampson
US8034461-3,28,Mark P.,Mack
US5311771-0,839,Paul M.,Young
US5021820-1,526,Michael L.,Wash
US6985893-0,172,Douglas K.,Warner
US6985893-1,1071,Michael A.,Myer
USD608391-2,780,Ryan,Shafer
US7323511-1,5,Ashish,Dhawan
US5550816-1,46,Geoffrey C.,Stone
US6126327-1,1514,Harry,Hsiung
US6935315-0,594,Kenneth R.,"Seymour, II"
US6089823-0,1248,Richard J.,Cronin
US5648556-0,1108,R. Scott,Hamilton
US7875845-2,363,Daniel M.,Mueth
US8193503-0,1515,Joseph R.,Demers
US8128422-2,49,James Randall,Logan
US7731283-0,353,Richard M.,Leeds
US7788143-0,149,William A.,Gindlesperger
US7404102-3,106,Michael J.,Klemm
US6041610-2,1516,Richard I.,Epstein
US7661596-1,1517,George,"Wright, IV"
US5748959-0,910,David Corder,Reynolds
US7199357-0,185,Mark F.,Oldham
US6876122-0,1518,Brad C.,Hansen
US7924424-2,304,Christopher,Owen
US7613653-1,1067,Jeff D.,Sherrard
US6648973-0,838,Lawrence T.,Drzal
US7935421-0,225,Mitchell E.,Lutz
US7027062-0,2,John Erik,Lindholm
US6749355-0,481,David M.,Payne
US7290266-1,126,Jeffrey A.,Kraemer
US7537549-0,429,Gerald,Nelson
US8277606-0,1180,Jeffrey A.,Lee
US7687713-1,208,Rodney G.,Rouleau
US8140970-3,307,Robert J.,Torres
US5986268-1,115,Paul E.,Burrows
US7945069-2,554,Steven W.,Hutt
US5043867-1,147,Robert,Supnik
US5405171-4,1016,Matthew L.,Kelley
US7694121-9,876,David B.,Cross
US7694121-3,1227,Jamie,Hunter
US7651806-1,576,Prem,Menon
US4768115-0,1505,James N.,Krause
US6850446-0,366,Jaroslav,Raszka
US5245587-0,1172,William H.,Hutson
US7484711-0,498,Roger,Pyron
US5386147-1,393,Gary M.,Kuzkin
US7162943-2,0,Felipe,Garcia
US5528339-2,94,Thomas E.,Madden
US7531505-0,1107,Paul Theodore,Hamilton
US8114656-0,120,Andrew,Shaw
US7132947-2,282,Alan Jackson,Guess
US6995261-2,709,Tina Morgan,Ross
US4668289-2,1215,George,McDonald
US7604098-0,830,Omar S.,Dessouki
US4308125-0,56,Jerry J.,Kaczur
US5278770-0,549,Brooklin J.,Gore
US6119167-1,512,Peter F.,King
US5957933-0,643,Jeffrey H.,Yanof
US6305772-2,368,Sammy Cline,Hutson
US6038621-1,1038,Patrick W.,Fulghum
US7579098-1,272,Jeremy P.,Meyers
US7594090-0,1118,Ponnappa,Palecanda
US5600700-0,721,Kristoph D.,Krug
US5979607-0,201,Thomas H.,Allen
US6708099-0,1336,Levasseur,Tellis
US8218608-6,398,Keith,Walker
US7930017-4,1519,Bing,Zhu
US7577273-2,521,Tyler J.,McKinley
US6928142-0,1346,Lingxiong,Shao
US7823196-0,712,Jeffrey Bowman,Caldwell
US6557350-5,1520,Tariq Kay,Harris
US5431103-2,1011,Virginia E.,Chandler
US7247037-0,1412,Mithkal M.,Smadi
US8252793-5,478,Iok-Hou,Pang
US7607152-5,245,John P.,Comito
US6323849-0,1521,Fan,He
US8185204-0,284,Joseph E.,Bange
US7703086-4,232,Scott B.,Guthery
US7941374-3,1081,Sean,Handel
US8264103-0,671,James,Utz
US6708099-7,589,M. Nabeel,Tarabishy
US5321701-2,1522,Eugene H.,Breniman
US7455018-1,1523,Andrew D.,Rudisill
US5611282-0,1524,John D.,Alt
US7119727-0,640,Mikhail,Itskovich
US5995943-1,1525,Robert Neal,"Carr, Jr."
US6579407-2,214,Miguel,Saldana
US8046825-0,459,Maurice W.,Haff
US8271743-0,171,Bryan M.,Logan
US5862152-0,1234,Paul Robert,Handly
US6298440-0,836,Matthew R.,Siegel
US7733941-0,659,Michael L,McCloud
US5202828-0,1347,Laurie J.,Vertelney
US6004156-0,618,David,Roque
US6370542-0,913,Jeffrey D.,Kenyon
US8301431-3,236,Hugh T.,Mair
US7873735-2,1295,Krishna,Kumar
US7270903-5,477,Milos,Milacic
US5963909-2,676,Kamran,Moallemi
US7610083-0,54,Touby A.,Drew
US5415785-3,130,Everett C.,Phillips
US6747258-1,791,Nils L,Thomas
US6726720-2,192,Mark,Boomer
US7844674-1,74,Joseph H.,Salesky
US5957502-1,685,Richard Carroll,Reem
US6019921-0,225,Mitchell E.,Lutz
US7600413-1,1149,Neil William,Bostrom
USD434761-1,650,Martin,Patterson
US5365181-0,236,Hugh,Mair
US7954731-2,53,Valery A.,Monge
US5786823-0,94,Thomas Ethan,Madden
US7546485-0,33,Robert A.,Cochran
US4663838-0,548,James D.,Dewey
US5722323-1,218,Thomas W.,Orzechowski
US6718447-0,33,Robert A.,Cochran
US5440172-0,144,Thomas A.,Sutrina
US5723297-0,930,Jack D.,Love
US6662003-0,394,Joseph S.,Elder
US6838615-0,498,Roger,Pyron
US8164397-1,357,Wayne H.,"Woods, Jr."
US6850949-1,1071,Mike,Myer
US6850949-0,172,Doug,Warner
US6274193-1,95,Jeffrey A.,Conner
US5551083-0,350,Edward M.,Goldsmith
US7325682-1,1445,Brandon C.,Hoover
US8165559-4,25,Dan,Durig
US5372439-1,988,Jeffrey R.,Kaufman
US7405815-0,156,Kenneth C.,Widen
US6971705-0,739,Adrian,Nania
US5877765-3,328,James E.,Allard
US6002260-2,359,Julian,Riccomini
US7042833-1,1526,Erhan,Guven
US7490304-2,357,Wayne H.,"Woods, Jr."
US8079989-0,285,Janel A.,Birk
US6517172-4,589,M. Nabeel,Tarabishy
US7030972-1,72,Eric A.,Merz
US7440433-1,1245,Steven,Currin
US7409007-0,1399,Robert Everest,Johnson
US6277870-0,662,David,Gurley
US7349871-0,111,Yannis,Labrou
US7937664-1,13,Alexander A.,Sourov
US5140243-2,321,Mark A.,Preston
US5975841-0,858,James E.,Lindemuth
US6998115-3,624,Mansoor M.,Amiji
US6053533-4,1078,Michael C.,DePoy
US6006133-4,574,William L.,Johnson
US5407975-0,280,Dennis G.,Pardikes
US5724446-1,71,Michael R.,Tucker
US6390897-0,231,Jose R.,Gonzalez-Martin
US8359430-0,375,Robert L.,Fair
US8236551-2,120,Andrew,Shaw
US7361307-0,36,Robert,Shartle
US5393249-1,548,James D.,Dewey
US7188898-0,129,James F.,Patterson
US6986134-0,1527,Gary D.,Foster
US7114034-1,586,Keith R,Slavin
US5201296-5,839,Paul M.,Young
US7236970-0,1528,Richard Baker,Winslow
US6715869-0,685,Richard C.,Reem
US6957216-2,1275,Barry M.,Nolte
US6978684-0,1529,Matthew Anthony,Nurse
US7976275-5,1186,Peter James,Fritz
US4731714-1,673,James A.,Wenman
US6467778-0,350,Edward M.,Goldsmith
US6716457-5,306,Stephen C.,Slahck
US7244148-0,455,Pax,Maguire
US7765032-1,1261,Brian,Esser
US5278913-1,1017,Shawn K.,Steenhagen
US5608436-3,391,Kenneth E.,Trueba
US8476988-1,357,Wayne H.,"Woods, Jr."
US5953237-2,1530,William,Weiner
US7065500-1,109,Scott W.,Snell
US7835858-1,834,Jonathan K.,Agree
US7925826-0,390,Mark A.,Brittain
US5997528-0,537,Michael Evremonde,Bisch
US5208833-2,786,James G.,Mittel
US5600846-2,1045,Robert W.,"Seaton, Jr."
US6871639-0,594,Kenneth R.,"Seymour, II"
US7765165-0,1139,Mathew S.,Malden
US5569332-0,571,Troy,Glatfelter
US6786537-6,257,John,Long
US7198195-3,612,James W.,Ring
US6922292-0,23,Brent J.,Bos
US7431857-4,490,Dennis,Grimard
US7595074-2,5,Ashish,Dhawan
US6557879-0,1531,John R.,Caldwell
US8060348-5,1111,Michael Christopher,Montalto
US6348039-1,326,James V.,Kauphusman
US6932382-1,636,Raymond Bruce,McLauchlan
US8373140-2,304,Christopher J.,Owen
US5730922-6,493,Larry D.,Bratton
US6174293-1,601,William H.,Fleming
US7087405-3,226,Stephen H,Trulli
US6448589-0,884,Kelly C.,Casey
US7153892-0,882,Sally W.,Ramsey
US7548772-0,36,Robert Justice,Shartle
US7502742-0,209,Benjamin Anthony,Knott
US7937583-0,565,Russell S.,Thornton
US6757278-2,842,Tina M.,Sigarto
US6525816-1,136,Charles L.,Bruzzone
US7039093-2,78,Thomas,Klingenbrunn
US7399884-0,60,Jerome C.,Bressi
US6658763-3,819,Igor,Kogan
US6278645-3,494,Michael S.,Farmer
US6545861-1,636,Raymond Bruce,McLachlan
US7549014-0,375,Robert L.,Fair
US6956865-1,606,Guenter,Roeck
US7428047-0,185,John S.,Shigeura
US8412284-0,1057,Shadi,Khoshaba
US7031928-0,33,Robert Alan,Cochran
US5605273-0,897,Steven W.,Hamblin
US6934802-2,330,Edwin S.,Olds
US7197535-0,74,Joseph,Salesky
US5757139-1,115,Paul,Burrows
US8185684-0,880,Timothy Michael,Naftel
US6067580-4,128,Christopher,Meyer
US6079833-1,61,Stephen J.,Reinsch
US7888107-0,544,Tim,Patno
US7157039-0,621,Eugenio,Bortone
US7695323-2,1532,Thomas Chung Yin,Wong
US6744028-0,795,Gary,Chisholm
US7047291-2,657,Geetha,Vijayan
US5648804-4,391,Kenneth E.,Trueba
US6527830-3,291,Mark William,Ackley
US7610462-3,68,Paul,Radek
US5250364-0,789,Louis G.,"Hector, Jr."
US6398342-0,602,David A.,Neese
US6907436-1,1533,Xiangyang,Li
US4610168-0,1066,Paul W.,Morgan
US6593122-2,759,Jack,Benner
US5448722-2,1026,Thomas M.,Walker
US7657775-4,1534,Saurabh,Gupta
US8125285-0,1064,Ward,Titus
US7520916-4,1535,Fred,Mitlitsky
US4311571-0,28,Mark P.,Mack
US7622955-2,236,Hugh T.,Mair
US7586849-1,46,Geoffrey C.,Stone
US6924051-1,237,Mark G.,Voss
US7587100-3,199,Neal Jacob,Manowitz
US8265793-1,765,Tony,Campbell
US5730134-1,42,Ronald Dean,Watkins
US7407377-2,47,Daniel J.,Kasprzyk
US7353867-1,1536,Thomas M.,Redlinger
US7549792-0,537,Michael E.,Bisch
US7020562-0,1244,Mark,Lillis
US7380828-2,1207,Stephen V.,Gillman
US5341719-2,1375,Peter C.,Wolff
US5649169-0,165,Alan,Berezin
US7235276-1,1252,Gregory,Flickinger
US7708643-0,328,James E.,Allard
US7933399-0,209,Benjamin Anthony,Knott
US6672477-1,434,Michael C.,Hollen
US6988388-1,555,Sandro G.,Belpanno
US5914105-0,251,Stephen John,Barcay
US6727805-0,1058,Ronald S.,Hollister
US5591601-0,1028,Thomas E.,Wagner
US6262636-2,1537,Timothy,Tunnell
US7044912-3,1264,Sankaralingam,Ramraj
US8216912-2,357,Wayne H.,"Woods, Jr."
US6738765-1,1538,David L.,Bean
US7529867-0,461,Dave Dennis,McCrory
US7577640-3,1539,Richard Shaffer,Youngkin
US7358809-0,394,J. Scott,Elder
US6557971-4,391,Kenneth E,Trueba
US7086255-0,1540,William B.,Reason
US7267957-0,1251,Christopher J,Woolverton
US7891999-0,41,David Charles,Hughes
US7583704-3,305,Michael,Healy
US6183654-0,345,Richard J.,Terrien
US6539428-0,1541,Stephen W.,Davies
US4978922-1,49,James R.,Logan
US8212332-6,357,Wayne H.,Woods
US6112668-1,0,Felipe,Garcia
US6601776-2,1542,Brian T.,Reese
US7739516-3,1543,Robert Ian,Oliver
US6522804-0,158,Glenn M.,Mahony
US7471942-0,817,Vijay G.,Subramanian
US5884267-2,1427,Keith,Waters
US5962754-0,617,Mark L.,Robin
US6114407-0,211,David L.,Myers
US7650579-1,1544,Himyanshu,Anand
US8039745-1,1211,Gregory L.,Kuffel
US6929651-2,192,Mark,Boomer
US7094070-0,1545,Brian F.,Ruff
US7320691-0,1132,Kenneth A.,Pilcher
US8051992-0,484,Glenn W,Skala
US6596134-2,115,Paul E.,Burrows
US7058511-1,678,John C.,Sluder
US8479487-3,485,Parag Parkash,Kulkarni
US7340724-2,899,Oliver W.,Steele
US7044497-1,332,Robert T.,Pike
US6790325-1,958,Niranjan,Thirukkovalur
US8238975-2,284,Joseph E.,Bange
US6859197-1,58,Mauro,Dresti
US5032407-0,1028,Thomas E.,Wagner
US5307051-0,155,Steven R.,Sedlmayr
US7533352-5,112,Kathryn L.,Parker
US4975732-1,526,Michael L.,Wash
US4896789-0,994,Mark E.,Federspiel
US7139916-1,556,Louis M.,Monier
US7172272-1,72,Eric A.,Merz
US5384831-2,1546,Carol J.,Papazian
US5454906-1,806,Scott H.,Prengle
US8220543-5,937,John,Lassek
USD661818-0,897,Steven,Hamblin
US7568973-4,346,Vince,Manfredi
US6251546-0,1173,Raymond Andrew,Cirelli
US5987229-3,1307,Gregory John,Sherwood
US7372367-1,301,Kevin,Strauss
US8320600-2,48,Kristen,Jaax
US6577754-2,1105,Michael,Fuhrman
US8032549-0,1547,Robert L.,Gropper
US5703436-2,115,Paul E.,Burrows
US5279010-1,804,Marc M.,Thomas
US7743698-1,686,William F.,Polley
US6785259-1,416,Yogesh,Swami
US4829961-1,1130,Robert L.,Turk
US8111686-0,584,Ankur,Chavda
US5792070-0,326,James V.,Kauphusman
US7103826-0,183,Larry,Thayer
US8256886-2,1548,Mark,Taft
US6365024-4,317,Michael V.,Sharer
US7870275-0,559,Donald C.,Likes
US7377179-0,694,Todd,Anderson
US7909852-0,192,Mark C.,Boomer
US7731442-1,780,Ryan,Shafer
US7039606-3,1135,Michael James,Burk
US7680561-7,393,Gary Myron,Kuzkin
US6584192-0,1504,Joseph B.,Agusta
US5991622-0,656,Raymond C.,"Henry, Jr."
US6427163-0,310,James W.,Arendt
US7259230-0,194,John R.,Klaehn
US8331405-1,604,Matthew Todd,Lawson
US7732284-1,1005,Jinhan,Choi
US6438373-0,1549,Kenneth R.,Gulledge
US5128680-1,1550,Michael S.,Newell
US8276380-1,1164,Sandeep,Verma
US8277926-4,137,Thierry,Glauser
US7569085-4,485,Parag Prakash,Kulkarni
US7752005-0,1551,Patrick L.,Edson
US8458671-2,470,Richard,Schooler
US5560563-1,620,Douglas H.,Pearson
US7303155-2,1552,Jon M.,Knutson
US8175709-0,40,Jie,Lian
US7826076-2,286,Mary Ann,Sprague
US5106465-0,56,Jerry J.,Kaczur
US6305773-3,87,John M.,Wiltse
US6501751-1,334,Henri,Isenberg
US7945879-1,1430,Michael,Barr
US6263212-0,1553,Frederick L.,Ross
US6344594-2,196,Seth B.,Harkins
US6532446-0,512,Peter F.,King
US7412502-2,657,Geetha,Vijayan
US7971138-0,996,Mark S.,Igra
US6216001-2,699,Gregory J.,Pinter
US7844954-0,1554,Ganesh,Venkitachalam
US6208056-0,674,David E.,Perkins
US7635342-5,1187,Reed A.,Houge
US7233739-1,1271,Lakshminarayanan Ravi,Narasimhan
US6292141-0,1555,Beng-Teck,Lim
US6800085-7,327,E. Richard,"Hill, III"
US6075684-1,299,Edgar S.,Thaxton
US7017189-3,1035,Pavel,Zeman
US6821663-3,1535,Fred,Mitlitsky
US7536568-0,288,Jeffrey E.,Price
US6900382-1,645,Savvas,Hadjikyriacou
US8317191-1,281,Lloyd A.,Williams
US7536568-1,537,Michael E.,Bisch
US8186140-2,1556,Jeffrey,Marggi
US6095084-3,490,Dennis S.,Grimard
US6439870-5,380,Joseph A.,Bishop
US6439870-4,1557,Eric,Dogan
US6953613-0,685,Richard C.,Reem
US6439870-7,897,Steven,Hamblin
US5414565-0,401,Mark T.,Sullivan
US5167777-0,56,Jerry J.,Kaczur
US6272790-0,180,Joseph,Paganessi
US6309889-3,1558,Christopher R.,Wagstrom
US7322933-2,81,Roger J.,Greenwald
US5601014-2,1559,Bradley R.,Holloway
US6818193-2,959,Richard,Crowe
US6789025-0,966,Johannes I.,Boerhout
US7136271-0,267,Hieyoung W.,Oh
US7936861-0,209,Benjamin Anthony,Knott
US5867483-4,700,Matthew A.,Tucker
US5746201-0,651,Lisa A.,Kidd
US6744255-3,41,David Charles,Hughes
US7038527-0,1064,Ward S.,Titus
US5934102-4,237,Mark G.,Voss
US7009455-1,150,Tim,Forrester
US5712547-2,376,Michael Bernard,Monahan
US7090123-5,970,Robert C.,Tedesco
US7178056-0,1027,Vedvyas,Shanbhogue
US7674319-0,356,Franklin D.,"Lomax, Jr."
US8034145-0,635,Bruce Allen,Boehrs
US6382022-1,436,Brian S.,Bourgeois
US7421136-0,141,Saad A.,Sirohey
US7515778-0,1398,Paulius Mindaugas,Mosinskis
US6544173-3,200,Eric G.,Petersen
US5338427-0,36,Robert J.,Shartle
US5393047-1,72,Eric A.,Merz
US7421389-1,209,Benjamin Anthony,Knott
US7136547-2,411,Michael B.,Nussbaum
US8124839-0,1052,Joon-Hyun,Park
US6987738-0,817,Vijay G.,Subramanian
US6366534-1,0,Felipe,Garcia
US7539781-0,24,Naveen,Bali
US7200563-0,1560,Lisa C.,Hammitt
US7359122-0,612,James W.,Ring
US6925811-4,103,Craig D.,Young
US7434253-6,876,David B.,Cross
US7606929-1,21,Sean B.,House
US7824646-3,397,Jing,Tang
US6751553-0,422,Gary Neal,Young
US6343071-0,355,James L,Lansford
US6631989-1,127,James E.,Smith
US7408336-1,410,Robert C.,Dixon
US6533394-2,958,Niranjan,Thirukkovalur
US7632642-3,432,Kenneth,Pierce
US5960451-1,713,Richelle L.,Ahlvers
US5632977-0,697,Rama S.,Chandran
US7831321-5,449,Richard A.,McCoy
US6578164-0,956,John R.,Stokes
US6861443-0,662,David,Gurley
US7236977-3,1561,K. Michael,Mahoney
US7279529-1,225,Mitchell E.,Lutz
US8291079-0,82,Paul,Colton
US8309328-2,120,Andrew,Shaw
US4805946-1,1562,Jeffrey J.,Prior
US6523957-1,927,Bill,Schultz
US4187158-0,28,Mark P.,Mack
US6521164-2,444,George R.,Wallace
US6343525-2,672,Dara Nanette,Lubin
US7345763-4,1563,James L.,Mourey
US6563581-0,185,Mark F.,Oldham
US6780327-2,1564,Jayesh,Dharia
US6031539-1,1427,Keith,Waters
US8516551-1,1027,Vedvyas,Shanbhogue
US4754588-0,1033,Steven D.,Gregory
US5547117-0,897,Steven W.,Hamblin
US6910404-0,1375,Peter C.,Wolff
US6325329-0,1267,Joseph Stephen,Meadows
US7316846-0,420,Shan,Cheng
US8273560-0,882,Sally Judith Weine,Ramsey
US6232855-4,939,Kenneth N.,Skoug
US5346313-0,767,Alison,Ng
US7581978-0,1479,Eric David,Briant
US7639851-1,985,Matthew L.,Whitaker
US6246704-0,262,Jason Siucheong,So
US6258577-0,822,Raymond Paul,"Goodrich, Jr."
US6475287-0,1145,Thomas K.,Clark
US5108827-0,6,Scott L.,Gessner
US7191836-0,850,Shankar Uluvana,Bhat
US6576614-4,709,Tina Morgan,Ross
US7339592-0,2,John Erik,Lindholm
US8108511-0,528,Steven V.,Britt
US5662638-1,605,Stephen Joseph,Lange
US7040728-0,72,Eric A.,Merz
US7161922-3,101,Elliott,Hoole
US6704297-1,381,Stuart T.,Linsky
US7292067-0,1565,Daniel J.,Schwarz
US7325753-0,967,Christian T.,Gregory
US7824396-0,107,David G.,Angeley
US8140389-2,76,Ron,Hirson
US6573900-0,2,John Erik,Lindholm
US4836316-0,915,Francesco L.,Carnevale
US5873845-1,42,Ronald Dean,Watkins
US6563474-4,398,Keith A.,Walker
US7716066-0,67,Eric,Rosow
US8057847-6,1159,Timothy W.,Patterson
US7689392-1,1566,Joseph,Neal
US7907766-1,141,Saad A,Sirohey
US4895551-0,1186,Peter J.,Fritz
US7292855-0,1295,Krishna,Kumar
US4846171-0,326,James V.,Kauphusman
US6143683-3,957,Sehyun,Kim
US7885909-0,865,Robert Lee,Angell
US6419718-2,635,Bruce Allen,Boehrs
US6593949-6,112,Kathryn L.,Parker
US7623602-1,659,Michael L,McCloud
US8388586-0,344,Bret,Weig
US6520839-0,231,Jose R.,Gonzalez-Martin
US7479036-0,1479,Eric David,Briant
US7421675-0,1567,Scott J.,Campbell
US7935449-1,484,Glenn W.,Skala
US7421675-1,1568,Mario,Escobar
US4540129-0,1089,Allan J.,Zadiraka
US6610443-0,55,William M.,Paulot
US4374755-1,28,Mark P.,Mack
US7961665-0,320,Kevin,Kimmich
US7715331-0,74,Joseph,Salesky
US6233577-1,512,Peter F.,King
US4912467-1,526,Michael L.,Wash
US7273541-0,1308,Eric R.,Choban
US6020770-1,1234,Paul Robert,Handly
US7114390-1,312,Gregory,Kaduchak
US7826923-3,711,Sih Y.,Lee
US8097377-1,433,Mahmoud H.,Abd Elhamid
US6119864-1,1325,Michael J.,Zalta
US7008973-2,722,Mathew D.,Phillips
US7401367-2,332,Robert T.,Pike
US5253853-0,315,Richard,Conaway
US5657426-0,1427,Keith,Waters
US8141779-2,368,Sammy C.,Hutson
US7913688-8,292,Martin J.,Wensley
US8055603-0,865,Robert Lee,Angell
US6128629-1,1569,Burton,Siu
US7126403-2,1064,Ward Steven,Titus
US8373883-1,1570,Ingeborg,Tastl
US5477785-6,335,Steven L.,Renfro
US7174514-2,1139,Matthew S.,Malden
US5554820-1,1108,R. Scott,Hamilton
US7584799-1,442,Steve,Crow
US6657325-0,410,Robert Christopher,Dixon
US6389124-1,1163,Mauricio,Lomelin
US6491371-0,37,Richard H.,Berg
US6441558-0,827,Subramanian,Muthu
US7478448-0,152,Karen L.,Boso
US6084601-0,183,Larry J.,Thayer
US7949836-2,427,Elizabeth A.,McGlone
US7377429-0,244,Duane,Anderson
US7763442-1,3,Andrew M.,Long
US5991800-1,529,Douglas James,Newlin
US6877166-0,606,Guenter E.,Roeck
US6961766-1,1022,David Lane,Diamond
US6680840-0,849,Michael Alan,Brooks
US8081809-1,141,Saad Ahmed,Sirohey
US6574921-0,1571,Eric,Zimmermann
US7178679-2,1532,Thomas Chung Yin,Wong
US7254372-2,1572,Timothy J.,Prell
US7634621-1,2,John Erik,Lindholm
US8449692-4,967,Christian,Gregory
US7653267-0,290,Xin,Luo
US7703128-0,876,David B.,Cross
US7474630-1,399,Ying,Zhang
US8312046-4,760,J. Christopher,Wagner
US5826874-1,361,David G.,Pelka
US7861306-2,1035,Pavel,Zeman
US7590811-0,1096,Cesareo,Contreras
US8138857-1,357,Wayne H.,"Woods, Jr."
US7962219-0,48,Kristen N.,Jaax
US8340672-0,587,David L.,Brown
US7184346-0,366,Jaroslav,Raszka
US7615969-1,908,Youssef,Daou
US4824062-0,1070,John S.,Wagner
US8291065-6,274,Aaron H,Averbuch
US7356314-0,150,Tim,Forrester
US7013958-1,858,James E.,Lindemuth
US6295608-1,1275,Barry Michael,Nolte
US4794127-0,29,Thomas M.,Knobel
US5938120-0,457,Rick,Martin
US7868768-0,865,Robert L.,Angell
US6361854-8,139,Stephen P.,McLaughlin
US6185215-0,820,Michael E.,Aho
US6854994-4,875,Jordon D.,Honeck
US6219565-0,467,James,Cupp
US7074217-2,406,Russel Mahlon,Sampson
US7629198-0,614,Nitin,Kumar
US7711578-0,710,Michael David,Williams
US8403530-2,716,Scott R.,Mangum
US5665997-0,1351,Douglas J.,Weaver
US5676059-0,1524,John Darby,Alt
US5952755-0,1573,Michael J.,Lubas
US5983005-0,384,Antonio M,Monteiro
US8190777-0,181,Robert James,Toth
US6626537-1,127,James,Smith
US7086063-1,784,Sven,Delmas
US8171236-3,217,Kenneth C.,Vossen
US5254227-1,56,Jerry J.,Kaczur
US7666406-2,1574,William A.,Torello
US7719542-3,1396,Jerry,Knight
US6853722-2,209,Benjamin A.,Knott
US7568243-2,332,Robert T.,Pike
US7924395-0,373,Leslie G.,Moore
US6002441-0,138,Hemant,Bheda
US7516678-2,954,Roger L.,Scheer
US8293080-1,267,Hieyoung W.,Oh
US8388214-1,897,Steven,Hamblin
US7914561-1,412,Thomas V.,Doherty
US7769849-1,84,Kenneth,Hass
US6321630-1,0,Felipe,Garcia
US7241003-2,602,David A.,Neese
US6500495-0,225,Mitchell E.,Lutz
US7904754-0,1219,Claire,Cates
US6552719-1,112,Kathryn L.,Parker
US7473372-0,1575,Philip A.,Block
US6963997-0,714,John Warren,Maly
US8328188-2,281,Lloyd A.,Williams
US7719675-0,873,Robert K.,Grygier
US7822859-0,74,Joseph,Salesky
US6627041-0,1180,Jeffrey A.,Lee
US7574032-0,141,Saad Ahmed,Sirohey
US5834940-1,1403,Charles E.,Reneau
US8010032-3,536,Joy L.,Longhenry
US8095800-1,1234,Paul Robert,Handly
US5332179-0,1211,Gregory L.,Kuffel
US7483589-0,1055,Mohamed Nooman,Ahmed
US6942941-1,433,Mahmoud H.,Abd Elhamid
US8150829-0,111,Yannis,Labrou
US6903320-1,795,Gary N.,Chisholm
US6743222-0,1015,Anthony J.,Durkin
US5795404-2,731,Scott,Spanfelner
US6118652-2,574,William L.,Johnson
US8312059-0,913,Jeffrey D.,Kenyon
US7335657-7,940,Matthew Russell,Netherton
US6842096-1,1367,Luis,Brignoni
US6026016-0,826,Andrew H.,Gafken
US6117250-3,1339,Michael,Marsaglia
US6935105-2,1343,Robert J.,MacDonald
US7840756-0,240,Richard Joseph,Byrne
US7853741-2,186,Bruce Gregory,Warren
US8076108-5,750,Jose M.,Laplaza
US8082028-0,40,Jie,Lian
US5341408-1,1576,William,"Sherman, III"
US7693774-10,990,Gregory D.,Mills
US5380468-0,1577,Victor A.,Gober
US6814663-3,199,Neal Jacob,Manowitz
US7739181-1,711,Sih Y.,Lee
US8285813-0,82,Paul,Colton
US8259454-1,1094,Donald Stephen,Bitting
US6650330-0,2,John Erik,Lindholm
US6968423-1,330,Edwin S.,Olds
US7885419-4,49,James Randall,Logan
US8432280-2,254,Dale E.,Redford
US5338236-5,1130,Robert L.,Turk
US4873086-2,1578,Joseph,Sikora
US7059353-1,1579,G. Michael,Wooley
US7108170-3,282,Alan Jackson,Guess
US6637924-0,361,David G.,Pelka
US7527515-1,1169,Mikhail L.,Veksland
US7073041-0,1023,Malcolm Ryle,Dwyer
US7772505-0,1580,Michael,Poulsen
US7002055-0,3,Andrew,Long
US8267927-1,177,Karen Irene,Trovato
US7656670-2,827,Subramanian,Muthu
US6404764-0,405,Wesley Stuart,Jones
US6672020-1,768,Gary P.,Dabrowski
US6811460-3,1498,Charles,Sink
US7515036-0,1581,John,McClenny
US6637781-0,594,Kenneth R.,"Seymour, II"
US6602293-1,265,Jack C.,Roberts
US7493289-0,73,Ellis,Verosub
US6707916-1,381,Stuart T.,Linsky
US6506981-0,472,Janusz B.,Liberkowski
US7256818-0,92,Mokhtar,Sadok
US7731514-0,41,David Charles,Hughes
US6801787-0,852,Kevin J.,Page
US6785054-0,114,Scott C.,Cahall
US6557660-5,607,Randy C.,Karambelas
US7711075-1,659,Michael L,McCloud
US6565955-1,1582,Don,Smith
US7289825-2,11,Mark M.,Morita
US7382258-0,185,Mark F.,Oldham
US8298287-0,294,Missoum,Moumene
US6698018-1,1583,Ryan,Helgeson
US7209140-0,2,John Erik,Lindholm
US6604966-2,636,Raymond Bruce,McLauchlan
US6077601-1,450,Thomas M.,Clausen
USD648430-0,663,Michael E.,Short
US5701312-1,786,James G.,Mittel
US5538175-0,1584,Anthony L.,"Massini, Jr."
US8012442-0,378,Robert D.,Clark
US5662985-0,1032,Terry O.,Jensen
US7703102-3,650,Martin,Patterson
US7661584-2,535,Pedro,Tula
US8199916-0,128,Christopher,Meyer
US7578314-3,1402,Frederick W.,Catron
US7560686-0,537,Michael E.,Bisch
US7231258-1,1585,Ward A.,Silver
US8137944-7,120,Andrew,Shaw
